Trial_ID,Title,Official_Title,Organization,Lead_Sponsor,Lead_Sponsor_Type,Overall_Status,Start_Date,Primary_Completion_Date,Completion_Date,Study_Type,Study_Phase,Enrollment,Masking,Allocation,Primary_Condition,All_Conditions,Condition_Count,Num_Arms,Num_Interventions,Intervention_Types,Gender,Accepts_Healthy_Volunteers,Primary_Outcome_Count,Secondary_Outcome_Count,Has_Outcome_Data,Has_Results,Primary_Outcomes,Secondary_Outcomes,Outcome_CBR,Outcome_CR,Outcome_DFS,Outcome_DMFS,Outcome_DoR,Outcome_EFS,Outcome_LRFS,Outcome_ORR,Outcome_OS,Outcome_PFS,Outcome_PR,Outcome_QOL,Outcome_RR,Outcome_TOX,Outcome_TTF,Outcome_TTP
NCT03663205,A Study Evaluating the Efficacy and Safety of Tislelizumab Versus Chemotherapy in Advanced Non-Squamous Non-small Cell Lung Cancer,"A Phase 3, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of Tislelizumab (BGB-A317) (Anti-PD1 Antibody) Combined With Platinum-Pemetrexed Versus Platinum-Pemetrexed ",BeiGene,BeiGene,INDUSTRY,COMPLETED,2018-07-23,2020-01-23,2023-04-26,INTERVENTIONAL,PHASE3,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,4,DRUG,,,1,10,True,Yes,Progression Free Survival (PFS) Assessed by Independent Review Committee (IRC) Assessment (MEDIAN) Months = 9.7 [7.72-11.53],Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4]; Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 10.6 [8.38-17.64]; Overall Survival (OS) (MEDIAN) Months = 21.4 [17.91-25.40]; PFS by Investigator Assessment (MEDIAN) Months = 9.7 [7.66-11.70]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 57.4 [50.6-64.0]; DOR by Investigator Assessment (MEDIAN) Months = 14.5 [9.72-18.66]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = -13.0 [-16.6--9.4]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 0.9 [-2.0-3.8]; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 222; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.0-9.7],,,,,Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 10.6 [8.38-17.64]; DOR by Investigator Assessment (MEDIAN) Months = 14.5 [9.72-18.66],,,Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 57.4 [50.6-64.0],Overall Survival (OS) (MEDIAN) Months = 21.4 [17.91-25.40],Progression Free Survival (PFS) Assessed by Independent Review Committee (IRC) Assessment (MEDIAN) Months = 9.7 [7.72-11.53]; PFS by Investigator Assessment (MEDIAN) Months = 9.7 [7.66-11.70]; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.0-9.7],,Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = -13.0 [-16.6--9.4]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 0.9 [-2.0-3.8],Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4],Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 222,,
NCT03664024,"Biomarkers of Response to Pembrolizumab Combined With Chemotherapy in Non-Small Cell Lung Cancer (KEYNOTE-782, MK-3475-782)","A Phase II Trial to Investigate Genetic Markers of Response to Pembrolizumab (MK-3475, SCH 900475) Combined With Chemotherapy as a First-line Treatment for Non-Small Cell Lung Cancer (KEYNOTE-782)",Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,INDUSTRY,COMPLETED,2018-10-30,2021-11-05,2021-11-05,INTERVENTIONAL,PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,1,4,DRUG,,,2,4,True,Yes,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6]; Tumor Mutation Burden (TMB) in Cell-free Circulating Tumor Deoxyribonucleic Acid (ctDNA) (MEAN) Mut/MB = 9,Progression Free Survival (PFS) (MEDIAN) Months = 7.2 [5.6-9.8]; Overall Survival (OS) (MEDIAN) Months = 18.1 [13.5-25.6]; Percentage of Participants Who Experienced One or More Adverse Events (AEs) (NUMBER) Percentage of Participants = 100; Percentage of Participants Discontinuing Study Intervention Due to an AE. (NUMBER) Percentage of Participants = 38.5,,,,,,,,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6],Overall Survival (OS) (MEDIAN) Months = 18.1 [13.5-25.6],Progression Free Survival (PFS) (MEDIAN) Months = 7.2 [5.6-9.8],,,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6],Percentage of Participants Who Experienced One or More Adverse Events (AEs) (NUMBER) Percentage of Participants = 100,,
NCT03679767,A Study of INCMGA00012 in Participants With Selected Solid Tumors (POD1UM-203),A Phase 2 Study of INCMGA00012 (PD-1 Inhibitor) in Participants With Selected Solid Tumors (POD1UM-203),Incyte Corporation,Incyte Corporation,INDUSTRY,COMPLETED,2019-01-09,2021-04-15,2022-06-28,INTERVENTIONAL,PHASE2,,,,Metastatic Non-small Cell Lung Cancer,Metastatic Non-small Cell Lung Cancer; Locally Advanced Urothelial Cancer; Metastatic Urothelial Cancer,7,4,1,DRUG,,,1,13,True,Yes,Overall Response Rate (ORR) (NUMBER) percentage of participants = 40.0 [23.9-57.9],; Disease Control Rate (DCR) (NUMBER) percentage of participants = 54.3 [36.6-71.2]; Progression-free Survival (PFS) (MEDIAN) months = 3.6; ; Number of Participants With Treatment-emergent Adverse Events (TEAEs) (COUNT_OF_PARTICIPANTS) Participants = 32; First-dose Cmax of Retifanlimab (MEAN) milligrams per Liter (mg/L) = 143; Cmax of Retifanlimab at Steady-state (MEAN) mg/L = 181; First-dose Tmax of Retifanlimab (MEDIAN) hours = 0.500 [0.500-1.00]; Tmax of Retifanlimab at Steady-state (MEDIAN) hours = 0.500 [0.500-1.00]; First-dose Cmin of Retifanlimab (MEAN) mg/L = 18.0; Cmin of Retifanlimabv at Steady-state (MEAN) mg/L = 38.2; First-dose AUC0-t of Retifanlimab (MEAN) day*mg/L = 1620; AUC0-t of Retifanlimab at Steady-state (MEAN) day*mg/L = 2030,,,,,,,,,,Progression-free Survival (PFS) (MEDIAN) months = 3.6,,,Overall Response Rate (ORR) (NUMBER) percentage of participants = 40.0 [23.9-57.9],Number of Participants With Treatment-emergent Adverse Events (TEAEs) (COUNT_OF_PARTICIPANTS) Participants = 32,,
NCT03682224,Exparel and Marcaine for Pain Management in Thoracoscopic Lobectomy Patients,"A Prospective, Randomized, Single-Blind, Active Control Trial to Compare Safety and Effectiveness Of Liposomal Bupivacaine (Exparel) to Standard Bupivacaine HCl (Marcaine) for Pain Management in Patie",Southern Illinois University,Southern Illinois University,OTHER,COMPLETED,2018-07-05,2022-09-03,2022-09-03,INTERVENTIONAL,PHASE3,,,,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer; Lung Cancer Stage 1,2,2,2,DRUG,,,1,4,True,Yes,Total Morphine Equivalents Consumed (MEDIAN) MEq = 48 [23-71],"VAS Pain Score (MEDIAN) score on a scale = 4.8 [4.3-6.2]; Treatment Cost (MEDIAN) United States Dollars = 22,775 [19,930-30,659]; Pharmacy Cost (MEDIAN) United States Dollars = 1052 [970-1295]; Mortality (COUNT_OF_PARTICIPANTS) Participants = 0",,,,,,,,,,,,,,,,
NCT03689855,Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC,Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC (RamAtezo-1),Washington University School of Medicine,Washington University School of Medicine,OTHER,COMPLETED,2019-06-05,2021-07-16,2024-04-22,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer; Non Small Cell Lung Cancer; NSCLC,3,1,4,DRUG; PROCEDURE,,,1,4,True,Yes,Overall Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 1,Clinical Benefit Rate (CBR) (COUNT_OF_PARTICIPANTS) Participants = 16; Toxicity and Tolerability as Measured by Number of Participants Who Experienced Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 8; Overall Survival (OS) (MEDIAN) months = 16.3 [7.1-20.9]; Progression-free Survival (PFS) (MEDIAN) months = 1.0 [1.0-2.3],Clinical Benefit Rate (CBR) (COUNT_OF_PARTICIPANTS) Participants = 16,,,,,,,,Overall Survival (OS) (MEDIAN) months = 16.3 [7.1-20.9],Progression-free Survival (PFS) (MEDIAN) months = 1.0 [1.0-2.3],,,Overall Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 1,Toxicity and Tolerability as Measured by Number of Participants Who Experienced Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 8,,
NCT03693300,A Study to Determine Safety of Durvalumab After Sequential Chemo Radiation in Patients With Unresectable Stage III Non-Small Cell Lung Cancer,"A Phase II, Open-Label, Multi-Centre, International Safety Study of Durvalumab Following Sequential Chemotherapy and Radiation Therapy in Patients With Stage III, Unresectable Non-Small Cell Lung Canc",AstraZeneca,AstraZeneca,INDUSTRY,COMPLETED,2019-04-16,2022-12-13,2023-04-21,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer (NSCLC),Non-small Cell Lung Cancer (NSCLC),1,2,1,DRUG,,,1,8,True,Yes,Number of Patients With Grade 3 and Grade 4 Treatment-related Adverse Events (TRAEs) (COUNT_OF_PARTICIPANTS) Participants = 7,"Progression-free Survival (PFS) (MEDIAN) Months = 13.1 [7.36-19.91]; Percentage of Patients Progression-free at 12 Months (NUMBER) Percentage of patient = 51.1 [41.29-60.02]; Overall Survival (OS) (MEDIAN) Months = 39.0; Percentage of Patients Alive (NUMBER) Percentage of patient = 83.9 [75.73-89.57]; Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24; ; Lung Cancer Mortality (MEDIAN) Months = 41.8; Number of Participants With Adverse Events (AEs), Serious Adverse Events (SAEs), Adverse Event of Special Interests (AESIs), and Immune-mediated Adverse Event (imAEs) (COUNT_OF_PARTICIPANTS) Participants = 108",,,,,,,,Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24,Overall Survival (OS) (MEDIAN) Months = 39.0,Progression-free Survival (PFS) (MEDIAN) Months = 13.1 [7.36-19.91],,,Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24,"Number of Patients With Grade 3 and Grade 4 Treatment-related Adverse Events (TRAEs) (COUNT_OF_PARTICIPANTS) Participants = 7; Number of Participants With Adverse Events (AEs), Serious Adverse Events (SAEs), Adverse Event of Special Interests (AESIs), and Immune-mediated Adverse Event (imAEs) (COUNT_OF_PARTICIPANTS) Participants = 108",,
NCT03704688,Trial of Trametinib and Ponatinib in Patients With KRAS Mutant Advanced Non-Small Cell Lung Cancer,A Phase 1 Trial of Trametinib and Ponatinib in Patients With KRAS Mutant Advanced Non-Small Cell Lung Cancer,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,OTHER,COMPLETED,2018-10-09,2022-02-04,2022-02-04,INTERVENTIONAL,PHASE1; PHASE2,,,,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer; KRAS Gene Mutation,2,6,6,DRUG,,,2,0,True,Yes,"Maximum Tolerated Dose of Ponatinib, Phase I (NUMBER) mg of ponatinib = 30; Overall Response Rate (COUNT_OF_PARTICIPANTS) Participants = 1",,,,,,,,,,,,,,Overall Response Rate (COUNT_OF_PARTICIPANTS) Participants = 1,,,
NCT03717155,Study of Avelumab and Cetuximab Plus Gemcitabine and Cisplatin in Participants With NSCLC,"A Phase IIa, Single-arm, Multicenter Study to Investigate the Clinical Activity and Safety of Avelumab in Combination With Cetuximab Plus Gemcitabine and Cisplatin in Participants With Advanced Squamo","Merck KGaA, Darmstadt, Germany","Merck KGaA, Darmstadt, Germany",INDUSTRY,COMPLETED,2018-10-30,2020-09-30,2021-05-27,INTERVENTIONAL,PHASE2,,,,Squamous Non-Small Cell Lung Cancer,Squamous Non-Small Cell Lung Cancer,1,1,5,DRUG,,,1,10,True,Yes,Percentage of Participants With Confirmed Best Objective Response (BOR) According to Response Evaluation Criteria In Solid Tumors (RECIST) Version 1.1 Assessed by Investigator (NUMBER) percentage of participants = 34.9 [21.0-50.9],"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Treatment-Related Adverse Events (AEs), Treatment-Related Grade >=3 TEAEs and Immune-related Treatment Emergent AEs (irTEAEs) (COUNT_OF_PARTICIPANTS) Participants = 41; Progression-Free Survival (PFS) Time Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 (MEDIAN) Months = 6.1 [4.3-9.0]; Duration of Response (DOR) (MEDIAN) Months = 7.1 [4.2-12.5]; Immediate Observed Serum Concentration at End of Infusion (Ceoi) of Avelumab (GEOMETRIC_MEAN) microgram per milliliter (mcg/mL) = 206; Immediate Observed Serum Concentration at End of Infusion (Ceoi) of Cetuximab (GEOMETRIC_MEAN) mcg/mL = 109; Serum Trough Concentration Levels (Ctrough) of Avelumab (GEOMETRIC_MEAN) mcg/mL = 28.8; Serum Trough Concentration Levels (Ctrough) of Cetuximab (GEOMETRIC_MEAN) mcg/mL = 12.1; Overall Survival (OS) (MEDIAN) Months = 10.1 [8.6-14.5]; Number of Participants With Positive Anti-Drug Antibody (ADA) of Avelumab (COUNT_OF_PARTICIPANTS) Participants = 7; Number of Participants With Positive Anti-Drug Antibody (ADA) of Cetuximab (COUNT_OF_PARTICIPANTS) Participants = 1",,,,,Duration of Response (DOR) (MEDIAN) Months = 7.1 [4.2-12.5],,,,Overall Survival (OS) (MEDIAN) Months = 10.1 [8.6-14.5],Progression-Free Survival (PFS) Time Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 (MEDIAN) Months = 6.1 [4.3-9.0],,,,"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Treatment-Related Adverse Events (AEs), Treatment-Related Grade >=3 TEAEs and Immune-related Treatment Emergent AEs (irTEAEs) (COUNT_OF_PARTICIPANTS) Participants = 41",,
NCT03735121,A Study to Investigate Atezolizumab Subcutaneous in Patients With Previously Treated Locally Advanced or Metastatic Non-Small Cell Lung Cancer,"A Randomized, Multicenter, Phase Ib/III Study to Investigate the Pharmacokinetics, Efficacy, and Safety of Atezolizumab Subcutaneous Compared With Atezolizumab Intravenous in Patients With Previously ",Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2018-12-27,2022-04-26,2024-11-11,INTERVENTIONAL,PHASE3,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,5,2,DRUG,,,3,26,True,Yes,Part 1: Serum Trough Concentration (Ctrough) of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) micrograms per milliliter (μg/mL) = 121; Part 2: Observed Serum Ctrough of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) μg/mL = 85.4; Part 2: Area Under the Concentration-Time Curve From Time Zero to 21 Days (AUC 0-21 d) at Cycle 1 (GEOMETRIC_MEAN) micrograms day per mL (μg*day/mL) = 3327.9,"Part 1: Maximum Observed Serum Concentration (Cmax) of Atezolizumab (GEOMETRIC_MEAN) μg/mL = 251; Part 1: Time to Maximum Serum Concentration (Tmax) of Atezolizumab (MEDIAN) days = 3.02 [2.93-7.80]; Part 1: Area Under the Concentration-time Curve (AUClast) of Atezolizumab (GEOMETRIC_MEAN) μg*day/mL = 3870; ; Part 1: Percentage of Participants With Adverse Events (AEs) (NUMBER) percentage of participants = 100; Part 2: Percentage of Participants With AEs (NUMBER) percentage of participants = 85.5; Part 2: Model Predicted Ctrough of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) μg/mL = 88.7; Part 2: Model Predicted Ctrough at Steady State (Ctrough,ss) of Atezolizumab (GEOMETRIC_MEAN) μg/mL = 179; Part 2: Model Predicted AUC at Steady State (AUCss) of Atezolizumab (GEOMETRIC_MEAN) ug*day/mL = 6107; Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3]; Part 2: Progression-free Survival (PFS) (MEDIAN) months = 2.9 [1.8-4.2]; Part 2: Overall Survival (OS) (MEDIAN) months = 10.1 [7.5-12.3]; Part 2: Duration of Response (DOR) (MEDIAN) months = 11.2; Part 2: Change From Baseline in European Organization for Research and Treatment of Cancer (EORTC) Item Library (IL) 57 Physical Functioning Score (MEAN) score on a scale = 74.53; Part 2: Change From Baseline in EORTC IL57 Role Functioning Score (MEAN) score on a scale = 74.93; Part 2: Change From Baseline in EORTC IL57 Global Health Status Score (MEAN) score on a scale = 66.52; Part 2: Overall Satisfaction With Treatment Over Time, Assessed by the Modified Satisfaction With Therapy (SWT) Scale of the Cancer Therapy Satisfaction Questionnaire (CTSQ) (MEAN) score on a scale = 77.29; Part 2: Percentage of Participants by Their Responses to AE's Burden Over Time, Assessed by the Treatment-related Symptom Burden Item From the EORTC IL57 (NUMBER) percentage of participants = 49.6; Part 2: Percentage of Participants With Ant-Drug Antibodies (ADAs) to Atezolizumab After SC or IV Administration (NUMBER) percentage of participants = 14.3; Part 2: Percentage of Participants With ADAs to rHuPH20 After SC Administration (NUMBER) percentage of participants = 5.7; Part 2: Percentage of Health Care Professionals (HCPs) by Their Response to Question 2 of HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 24.0; Part 2: Percentage of HCPs by Their Response to Question 3 of the HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 74.0; Part 2: Percentage of HCPs by Their Response to Question 4 of the HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 32.0; Part 2: Percentage of HCPs by Their Response to Question 2 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 78.6; Part 2: Percentage of HCPs by Their Response to Question 3 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 54.8; Part 2: Percentage of HCPs by Their Response to Question 4 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 34.5",,,,,Part 2: Duration of Response (DOR) (MEDIAN) months = 11.2,,,Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3],Part 2: Overall Survival (OS) (MEDIAN) months = 10.1 [7.5-12.3],Part 2: Progression-free Survival (PFS) (MEDIAN) months = 2.9 [1.8-4.2],,,Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3],Part 1: Percentage of Participants With Adverse Events (AEs) (NUMBER) percentage of participants = 100,,
NCT03735680,"A Study to Evaluate ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of Cancer","A Phase 2a, Single-dose, Open-label Study to Evaluate Diagnostic Performance, Safety & Timing of Postdose Imaging of ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of Cancer, ","OncoNano Medicine, Inc.","OncoNano Medicine, Inc.",INDUSTRY,COMPLETED,2019-08-09,2021-10-14,2021-11-18,INTERVENTIONAL,PHASE2,,,,Breast Cancer,Breast Cancer; Head and Neck Squamous Cell Carcinoma; Colorectal Cancer,7,1,1,DRUG,,,2,6,True,Yes,Measure Mean Fluorescence Intensity of Histologically Confirmed Tumor vs Normal Tissue in Patients Undergoing Routine Surgery [Tumor to Background Ratio (TBR)] (MEAN) ratio = 1.098; Incidence Rate of All Treatment-emergent Adverse Events (TEAEs) From Time of ONM-100 Administration Through Day 28 (COUNT_OF_PARTICIPANTS) Participants = 2,Evaluate Pharmacokinetic Parameters: Cmax (GEOMETRIC_MEAN) μg/mL = 26.5; Evaluate Pharmacokinetic Parameters: Tmax (MEDIAN) hr = 0.25 [0.22-1.12]; Evaluate Pharmacokinetic Parameters: AUC (GEOMETRIC_MEAN) hr x μg/mL = 433; Evaluate Pharmacokinetic Parameters: CL (GEOMETRIC_MEAN) L/hr = 0.053; Evaluate Pharmacokinetic Parameters: Vz (GEOMETRIC_MEAN) L = 3.78; Evaluate Pharmacokinetic Parameters: t1/2 (GEOMETRIC_MEAN) hr = 49.0,,,,,,,,,,,,,,Incidence Rate of All Treatment-emergent Adverse Events (TEAEs) From Time of ONM-100 Administration Through Day 28 (COUNT_OF_PARTICIPANTS) Participants = 2,,
NCT03743051,A Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associated Weight Loss and Anorexia in Adult Patients Wi,"A Phase 3 Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associated Weight Loss and Anorexia in A",Helsinn Healthcare SA,Helsinn Healthcare SA,INDUSTRY,COMPLETED,2019-03-05,2023-02-11,2023-02-11,INTERVENTIONAL,PHASE3,,,,Cachexia; Cancer,Cachexia; Cancer; Non Small Cell Lung Cancer,2,2,2,DRUG,,,2,4,True,Yes,Mean Change From Baseline in Body Weight Over 12 Weeks (LEAST_SQUARES_MEAN) Change from baseline in body weight (kg) = 1.938; Mean Change From Baseline in 5-item Anorexia Symptom Subscale (5-IASS) Over 12 Weeks (LEAST_SQUARES_MEAN) score on a scale = 3.816,Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥0 kg) (LEAST_SQUARES_MEAN) Weeks = 9.871; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥1.5 kg) (LEAST_SQUARES_MEAN) Weeks = 4.967; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥0 Points) (LEAST_SQUARES_MEAN) Weeks = 10.523; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥3 Points) (LEAST_SQUARES_MEAN) Weeks = 6.185,,,,,,,,,,,,,,,,
NCT03743064,A Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associated Weight Loss and Anorexia in Adult Patients Wi,"A Phase 3 Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associated Weight Loss and Anorexia in A",Helsinn Healthcare SA,Helsinn Healthcare SA,INDUSTRY,COMPLETED,2019-05-06,2022-12-27,2022-12-27,INTERVENTIONAL,PHASE3,,,,Cachexia; Cancer,Cachexia; Cancer; Non Small Cell Lung Cancer,2,2,2,DRUG,,,2,4,True,Yes,Mean Change From Baseline in Body Weight Over 12 Weeks (LEAST_SQUARES_MEAN) kg = 1.822; Mean Change From Baseline in 5-item Anorexia Symptom Subscale (5-IASS) Over 12 Weeks (LEAST_SQUARES_MEAN) score on a scale = 3.432,Duration in Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥0 kg) (LEAST_SQUARES_MEAN) weeks = 8.859; Duration in Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥1.5 kg) (LEAST_SQUARES_MEAN) weeks = 5.490; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥0 Points) (LEAST_SQUARES_MEAN) weeks = 9.470; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥3 Points) (LEAST_SQUARES_MEAN) weeks = 5.143,,,,,,,,,,,,,,,,
NCT03775486,Study of Durvalumab+Olaparib or Durvalumab After Treatment With Durvalumab and Chemotherapy in Patients With Lung Cancer (ORION),"A Phase II Randomized, Multi-Center, Double-Blind, Global Study to Determine the Efficacy and Safety of Durvalumab Plus Olaparib Combination Therapy Compared With Durvalumab Monotherapy as Maintenance",AstraZeneca,AstraZeneca,INDUSTRY,ACTIVE_NOT_RECRUITING,2018-12-21,2021-01-11,2026-09-27,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer NSCLC,Non-small Cell Lung Cancer NSCLC,1,2,8,DRUG,,,1,11,True,Yes,Progression-free Survival (COUNT_OF_PARTICIPANTS) Participants = 40,Overall Survival (COUNT_OF_PARTICIPANTS) Participants = 44; Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22; Duration of Response (NUMBER) percent = 90.5; Progression-free Survival in Homologous Recombination Repair Related Gene Mutation (HRRm) Population (COUNT_OF_PARTICIPANTS) Participants = 1; Concentration of Durvalumab (GEOMETRIC_MEAN) μg/mL = 417.152; Change From Baseline in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEAN) change from baseline score = -1.27; Time to Deterioration in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEDIAN) months = 10.0 [5.6-12.2]; Change From Baseline in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEAN) change from baseline score = 0.15; Time to Deterioration in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEDIAN) time to deterioration (months) = 8.8 [5.6-10.8]; Presence of Anti-drug Antibodies (ADAs) for Durvalumab (COUNT_OF_PARTICIPANTS) Participants = 11; Number of Participants With Treatment-Related Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 83,,,,,Duration of Response (NUMBER) percent = 90.5,,,Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Overall Survival (COUNT_OF_PARTICIPANTS) Participants = 44,Progression-free Survival (COUNT_OF_PARTICIPANTS) Participants = 40; Progression-free Survival in Homologous Recombination Repair Related Gene Mutation (HRRm) Population (COUNT_OF_PARTICIPANTS) Participants = 1,,Change From Baseline in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEAN) change from baseline score = -1.27; Time to Deterioration in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEDIAN) months = 10.0 [5.6-12.2]; Change From Baseline in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEAN) change from baseline score = 0.15; Time to Deterioration in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEDIAN) time to deterioration (months) = 8.8 [5.6-10.8],Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Number of Participants With Treatment-Related Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 83,,
